src	dest
SSU72	PPP1CA
RPA2	RMI1
HAUS5	HMMR
GRB2	AP2A2
SEC13	CENPO
PPIP5K2	IP6K1
DIS3	ZFP36
MAVS	SIKE1
WRN	SUMO1
PRKCZ	CALM1
NUP107	CLASP2
CNIH3	SEC22B
GOLGB1	CD55
GNAI2	CCL16
DGKI	PLCD4
GAK	VAMP8
FOS	PPP1R15A
LSM6	DHX38
EIF3M	RPS3
PSMA6	GLI3
USP33	CCP110
SUPT16H	CDC73
GOSR2	ANK1
RBMX	SNRPD1
EPS15L1	REPS1
OR8H2	GNG7
HNRNPA2B1	ISY1
SRP9	SEC61G
SUZ12	HNF1B
IGLV3-25	IGHV3-11
CCNB1	CDCA8
EMG1	DDX49
CTNNA1	PCDHB15
IGKV1D-12	IGKV3-20
GSTK1	EPHX1
PIK3C2A	MTMR2
GTF2H4	RFC3
MCFD2	F5
ADRA2B	GNAT3
ERCC2	CCNT2
IGKV A18	V5-6
HLA-DRB1	KIF2C
V1-5	VAV2
UBA52	FNBP1
ARAF	MAPK9
BBS5	BBS7
UBE2D3	IFIH1
CTSW	BIRC3
MAPK8IP3	MAPK8
PKP4	PERP
RFC5	UBE2L6
ACTR1A	ALMS1
NCOR2	NCOA6
CHD3	ERCC6
RPN2	SSR2
FGF20	FGFR1
RPL17	RPS10
ACTB	IGHV1-2
FIP1L1	U2AF1L5
MRPL52	MRPL38
USO1	SEC13
AHCTF1	SPC24
CLTA	VAMP7
PABPN1	CPSF4
PSMA1	EPAS1
JAK2	CNTFR
IGKC	WASF2
PAPPA	IGFBP4
MRPL34	MRPL48
GNAI1	C3
SUPT6H	POLR2E
HLA-B	PDIA3
CLDN24	TJP1
EIF4E	PSMC4
YWHAB	RAP1B
PSME4	RBX1
HNF4A	G6PC
AKT1	YWHAB
NCOA2	TRIM24
PCDHB13	CDH5
CRCP	TBP
ATP5H	ATP5J2
SRC	V1-3
ARR3	FZD3
TUBB6	DCTN1
B9D1	CNTRL
GTF2B	TAF1C
USF1	ZNF292
IGHM	CD79B
RPL11	DCP1A
RPL17	SSR1
PRKACA	OR6C74
SMURF2	PRICKLE1
ARRB2	PPP2CB
NECAP1	EGF
EPHB1	EFNA5
IQSEC1	EGF
FGF20	TEK
PRKACG	OR2L3
IGLV1-51	IGHV1-69
STAM2	SNX9
DAP3	MRPL55
CASPASE-9C	EIF4A1
PIK3CB	NF1
B3GNT8	MUC7
CREB1	TBP
HLA-DPB1	RAB7A
SF3B1	SMNDC1
PSMB1	ANAPC16
H2AFJ	HDAC9
V5-6	DOCK1
HAUS1	RAB3IP
EFNB2	GRIN2B
DKFZP686L11144	ITGA9
GTF2B	IRF7
TAF1	CRKL
WIF1	WNT8A
ACTG1	IGKV1-39
CREBBP	TEAD2
CTSD	HLA-DRB4
RPS6KA6	AP2B1
JUP	CDH18
MRPL52	MRPL18
MRPL52	MRPL9
MRPS5	MRPS15
RRAS2	PIK3CB
VPS4A	VPS4B
ZNF143	INTS10
YWHAB	RAF1
RPS14	MAGOHB
THRA	CTNNB1
IGLV1-51	V5-4
CHMP2B	MAP1LC3A
GATA4	ISL1
MRPS28	MRPL18
HIST2H2AA3	HDAC8
SNRPD2	SLU7
DLC1	RHOG
RAE1	PIAS3
HDAC3	AJUBA
SNRPD2	PRPF6
POLR2E	COPS8
KNTC1	NUF2
TAF9	KAT2A
PSMA2	PSMA8
IFNL2	IL10RA
RFC3	RBBP8
GPS1	POLR2G
YWHAB	SIK3
WNT3A	LRP5L
LDLR	AP2A1
AVP	ARPC4
COL6A5	ITGA2B
SMURF2	UBB
SYCP3	BRCA2
KCNAB1	KCNH8
PPP2R2B	CACNA2D3
EGF	NRG4
CREB3L4	SIK1
PRKAR2B	HSP90AA1
AHSG	BMP2
WASL	HSPA8
MUS81	SLX4
ACTR3	IGHV2-5
FMOD	TGFB1
IGKV2D-28	BTK
AKT1	MST1
EZH2	PHF1
KRT39	KRT1
CSTF3	SNRPA
CDCA8	CENPO
KRT32	KRT77
CDK7	PAF1
SDC1	APOA4
CLP1	CSTF3
LAMC1	DKFZP666O0110
RPL13A	EIF3L
IGKV2D-40	V3-2
PIP4K2C	PIKFYVE
PRKACB	OR52B2
PCBP1	SF3B3
PSMB7	PSMA8
RRAS	RASA1
SKI	RPS27A
OR8G1	GNGT1
COPE	DYNC1I2
TUBB8	DYNC2H1
MRPS16	MRPL39
SPRTN	UBC
DKFZP686K139	ITGB8
WNT4	FZD3
S1PR2	MAPK1
UBTF	GTF2H1
GRK2	HTR2C
NCK2	PAK3
CTCF	PSMC5
PSMB1	NFKB2
FAT1	PCDHB18P
AP2A1	GRB2
CACNA2D3	CACNA1D
POLR2H	CDK7
GNB1	S1PR4
PIK3CB	FCGR1A
BMP15	ACVR2B
IFNL3	IL21R
MYB	TRHR
POLR2E	RPRD1A
MMP9	ACAN
CD59	YKT6
PABPC1	EIF2S2
B3GNT6	MUC4
SSTR2	GNAT3
HNRNPM	SNRPC
MRPL3	MRPL18
HIP1	ARPC1A
RNPS1	RPL7A
PSMB6	PSMC4
IFT52	GLI2
ERCC1	CUL4B
TAL1	ERBB3
FAM120B	MED14
PRKCH	TBXA2R
FGF4	MET
PSMA4	SEPT1
RBBP8	RFC2
POLD2	RFC3
AFF4	NELFCD
IL9	IL23R
SRSF11	SNRPB
FNIP2	FLCN
NEDD8	STON2
SNRPF	WBP11
TCP1	BBS7
NR3C1	MAPK8
YY1	ARHGAP24
PLAUR	HRG
TMEM67	PRKACA
IL2RG	STAM
RBM17	SNRPC
CEBPA	PCK1
CENPQ	MIS12
PSMF1	GLI2
SRSF7	POLR2A
TMEM173	TRIM32
EFNA3	NGFR
IGKV1D-12	SH3KBP1
ERCC4	DCLRE1A
RPS19	RPS15A
RPL5	RPL37A
NFKB1	PTHLH
HCAR3	GNB1
PCDHGC5	PCDHAC2
SNRPD2	RBMX
YBX1	PHF5A
PSMD3	PSMA1
PRPF4	LSM3
PTPN6	IGKV1D-16
PCDH11Y	FAT2
GNRH1	GNAQ
V1-16	SOS1
POU2F2	POLR2H
CD55	GOLGA2
DHX15	SNRPG
TCF7L1	SMARCC1
CLASP1	DYNC1H1
SNRPC	HNRNPF
GTF2E1	GTF2B
RPS2	EEF2
FCHO2	APOB
EGF	FNBP1
MRPL2	MRPL28
TRIM28	TP53
FXYD1	ATP1A1
TAF1	TAF5
CDIPT	IMPAD1
CXCR4	SSH1
ARPC1A	IGKV2D-28
ATP6V0A2	ATP6V0A1
APOC1	APOB
POLR2D	SNRPA
WNT5A	HIP1
IGLV1-51	IGHV2-5
CTNNB1	PCDH18
PPARGC1A	FOXO1
APITD1	FAAP100
AP2B1	ARRB1
HLA-DRA	KIF3A
NR5A1	POLR2H
EGR1	CCNT1
CHRNA7	MAPK1
IGHV3-30	VAV1
ARHGEF6	RAC3
PCDHA1	CDH1
VAMP2	CLTA
PTPN11	FGF22
RXRA	MED28
RPLP0	RPS21
AKAP9	TCTN1
FLNA	COL3A1
UBB	ISY1
CELSR3	PCDHA4
TAF13	TAF8
RPL23	SSR2
SARNP	ZC3H11A
KIF26A	STX18
PRKACB	OR52I1
ITGAM	PIK3R3
ALMS1	TUBGCP3
SF3B1	CTNNBL1
RPL8	SSR2
RPN2	STT3A
MEFV	PYCARD
HAUS7	NINL
CENPO	CASC5
PSMD7	PSMD1
SF3B5	XAB2
TFIP11	GCFC2
OR4D10	GNGT1
EIF2S1	RPS7
POLR3A	POLR3B
SFTPA2	SFTPC
SMAD2	POLR2D
TBP	SKAP1
COL4A6	ITGAL
DRD2	GNAT3
EPC1	HIST1H4A
PIK3CA	DKFZP666O0110
DNAJC6	AVPR2
CENPL	CENPQ
POLD1	ERCC6
CAMK2A	STAT1
CD2BP2	PRPF6
HPX	HBB
INPP5B	PLCE1
CHMP4C	RPS27A
CHRM2	GNAI1
STAT3	DUSP1
CDK7	UVSSA
KIAA0101	RFC3
MRPS10	MRPS9
SF3B5	SRRM2
PCDHB1	PCDHA2
WASL	UBC
YAP1	YWHAQ
LAMC2	ITGB3
HNRNPF	BCAS2
EFNA3	PDGFRB
CDK1	YWHAG
NFIC	CYP27B1
GFRA2	PDLIM7
CACNG2	CACNA1A
DCTN3	RAB11A
CER1	WNT1
GRK2	OR4A16
POLR2D	CWC25
PHAX	INTS3
CENPH	CENPA
MMP9	VEGFA
IGKV1D-16	IGLV1-47
NID2	LAMB2
SF3A2	HNRNPK
UPF3A	RPL10
GTF2H5	TAF2
PAFAH1B1	HAUS3
PSMB2	DVL1
PCDHB11	PCDH9
TNFRSF1A	TRAF5
FZR1	CDC6
MRPS17	MRPS18C
CAV2	CD63
PCDHB7	CELSR3
IL17F	IL17RA
COPG1	ARFGAP2
RRP36	RCL1
CTCF	PLK3
SSR1	RPL17
BRSK1	MAPT
PRKAR2B	CEP152
RPL30	SRPRA
PSMA4	SNCA
BUB1	CASC5
ARPC1A	WIPF2
ASUN	NABP2
SKP2	FBXL14
MED8	EP300
PPP2R5B	CACNG4
CAMK1G	CREB3L1
NDUFS5	NDUFA10
PSMA4	CSNK1A1
UNC13B	STX1B
PPIL1	GTF2F2
HSPA8	MAPK8
CEP57	FGFR1OP
PSMD12	MAD2L1
NCK1	EPHB2
RPS25	RPP30
SOCS1	STAT5B
PPP3CA	GRM1
GRK4	GRM4
DEPDC7	RHOJ
GPKOW	PUF60
PPP2R3A	SMG6
ACTBL2	COL4A1
CDH1	EGF
PKNOX1	POLR2L
MRPS5	MRPS16
WNT8B	GNA14
DYNC1H1	TMED10
RALGDS	PLD1
SEPT2	CEP41
SUPT6H	SUPT16H
SNRPB	DDX5
LAMB2	AGRN
PABPC1	RPS28
PCDHB8	PCDHB16
GDF3	BMPR2
RASGRP3	CACNA1I
FGF7	FLT1
DNAJC6	AP1S2
SNRPE	LSM5
RPS15A	RPL39
GNA14	GCGR
POU2F2	MYC
PSMD8	ANAPC1
RAB13	GDI2
B2M	TAPBP
YWHAZ	VWF
MED21	MED19
PSME4	NUMB
PIGH	PIGP
COPB2	SURF4
NCOA6	MED24
THRB	RARA
TXNL4A	SNRPF
CFTR	RAB5A
PPP2R5B	CACNA2D4
LSM2	PCF11
CTCF	FNBP1
MRPS18B	MRPS21
CCNT1	NABP1
C1R	IGLV1-47
CLTC	DAB2
PLEKHG2	RHOU
POLR3F	POLR1C
PXN	ACTB
DHX38	SNRPD3
CTNNB1	SMARCD3
KALRN	GNA14
HNRNPM	PRPF38A
IGLV2-11	V1-3
SUMO1	SMC3
CD40LG	IL4
MMP23A	ACTR2
SYVN1	UBA52
MRPS31	MRPS9
SNAPC4	POLR3B
ELAVL2	FIP1L1
CDH3	PCDHA6
CELSR3	PCDH8
RPS8	UBA52
NFKB2	BIRC3
ITGA10	COL5A2
SNRPA1	WBP4
IL23R	IFNG
RAC2	SEMA4D
TAF9B	TAF5
WAS	WIPF2
MYL5	CALD1
IMP4	NOL11
RAB3GAP1	DYNC1H1
HLA-DRA	CD3D
V3-3	V1-3
FCER1G	FCERI
MAPK8	BAX
NUP43	SUMO1
DDX49	WDR46
NUP37	THOC1
PSMA5	SHFM1
SRSF4	SF3B6
BATF	EGR2
SNRPA1	PHF5A
PHKG2	PYGL
FOSB	SIRT1
PCDHA11	CDHR2
NUP58	KPNB1
PIK3CA VARIANT PROTEIN	PLCD4
V1-11	SOS1
RASGRF2	RHOB
PIK3C3	PI4K2A
ACVR1B	ACVR2B
PIP4K2B	PLCD4
PIK3CB	IGHG4
MRPS35	MRPS6
STX10	NSF
ZNF143	GTF2F2
ABI1	IGHG4
PLRG1	CSTF1
LPAR5	PIK3R5
BAIAP2	IGKV1D-16
CENPL	CENPH
ATP6V1F	ATP6V1H
IGLV2-23	FCER1G
CAMK2D	BRAF
GNA11	LPAR6
TIMM23	TIMM44
PRKCB	MAPK11
FPR1	GNAT3
PCDH9	PCDHGA8
RTP1	OR8G5
MED22	MED26
PAGR1	HDAC3
V1-3	PIK3R1
DHX9	SNW1
BTRC	UBE2D2
RPS12	RPL9
GNGT2	MAPK8
RPA3	POLR2G
LIF	OSMR
CELSR3	PCDHGA3
SP1	POU4F2
V3-3	NCKAP1
EGF	GAPVD1
UBE2L6	POLK
RANBP2	ITGB3BP
TRAPPC2L	TRAPPC10
ARPC5	IGHV3-9
GRB2	EPN2
ALYREF	DHX9
COX16	COX8A
SPRR3	CSTA
ADH1C	UGT1A6
GTF2F1	NELFCD
DDX42	HNRNPK
LIG3	RPS27A
RPP21	RPS24
TUBGCP4	CDK5RAP2
ATF3	MZF1
POLR2A	HNRNPH1
PCDH9	PCDH12
ATM	MAPK8
SH2B3	GRB2
POLR2I	SMNDC1
PSMD1	RFWD2
GRM1	GNAI1
ARPC1A	IGHV4-34
SP1	SPP1
SH3GL2	SLC2A8
SPRR1A	EVPL
PPP1CC	CENPA
PSG1	GPC1
CDC42	DIAPH2
NDUFV1	NDUFB4
POM121C	CASC3
LSM6	DDX23
ACTB	YEATS4
PCDHA4	PCDHB4
ARRB1	TMIGD3
IGHV3-13	CYFIP1
CEP290	DYNC1H1
GRB10	DOK1
SNAPC1	SRRT
MTRF1L	MRPS23
RIPK1	IKBKG
ARPC4	IGKC
MRPS21	MRPS9
IGLV2-23	IGHG3
STK36	SUFU
RGMB	BAMBI
DCTN1	TMED10
TAOK1	B9D2
PTK6	STAT3
MED10	NCOR1
MRE11A	XRCC3
SNW1	SNU13
CFTR	PIK3C2A
FBXO31	RNF19B
CLCA2	ANO5
NPTN	GABRA5
ASUN	INTS2
PSMB2	CTNNB1
SPCS3	RPS9
POLI	UBA7
APBB2	LRP6
NCOA3	SMARCD3
CHMP4A	VPS25
BMPR1B	NOG
TP53	RRM2B
EPN1	FCHO1
MAPK1	CXCL8
AZI2	IKBKG
CEP72	CEP192
ARCN1	KIF2A
RPL32	SMG8
BPGAP1	RHOG
MED4	CDK8
POLR2F	RFC3
PRKACG	MAPK9
BLK	EFNA1
V2-19	FCGR2B
CHRM1	DMD
ARPC3	ACTR3
S1PR3	GNA11
EGFR	FCHO1
PSMB11	EGLN3
MT-ND4	NDUFA5
POU2F1	SLC6A2
MRPL12	MRPL45
CYFIP1	V1-9
DDX39B	U2AF2
KRT8	KRT10
MFN2	UBC
TNNT3	VIM
RBM8A	CSTF3
MYH2	IGLC7
TP53	NFYA
BTK	ITK
CCNE1	CDC16
MAPKAP1	MTOR
SMURF1	ZFYVE9
CENPQ	CDC42
FGF3	FGFR2
RPL30	SRP68
IGHV4-59	IGLC2
CEP250	CSNK1E
COL16A1	ITGB5
KIF11	STX18
MAPK6	RPS27A
GTF2F2	HNRNPC
SCLT1	CEP97
PSMB3	PSMB7
STAT2	SP110
GTF2H2	CUL4B
SP3	CCND1
SNRPC	DDX42
SNRPA1	POLR2E
V1-9	DOCK1
CASP14	SPRR2D
SP3	CA9
CDHR2	PCDHGC5
RNF217	NEDD4L
PTBP1	CPSF1
NR3C1	POLR2L
CTCF	MTF2
INPP5J	INPP4A
ACAP1	CLTC
APH1B	SDC3
RPL37A	UBA52
RPA2	ATR
B2M	LCP2
CNOT6	KDM6A
GAB1	GFRA4
TLE2	CTNNB1
ARHGAP36	RHOBTB1
IGHV3-23	SOS1
BUB1	CLASP1
HNRNPK	GPKOW
HSPA1B	UBC
ARPC1B	IGKV3-15
IFNL2	CSF2RB
ITGB2	CAV1
DAB2	FNBP1L
RPL17	RPL21
MRPL54	MRPL40
PCDHGA8	PCDHA8
CELSR1	PCDHB3
CENPT	WAPL
IFNL1	CSF2RA
NUP35	MAGOH
HS2ST1	GPC2
CELSR1	PCDHAC2
SRSF5	AQR
VWA9	INTS4
ARRB1	OR4F17
FPR3	ANXA1
SCLT1	TUBB4B
LIG3	POLR2K
LIMD1	RBX1
MARK3	NRAS
SOCS1	PTPN6
GNG5	ADCY7
CDKN2B	CDK6
IFNL3	IL7R
COG8	GOSR1
SFTPA1	CKAP4
PHF19	HIST1H3A
AKAP9	FBF1
IGKV3D-20	IGKV1-33
NCBP2	HNRNPH1
V2-15	AMBP
RPLP1	RPL38
MAD1L1	CLIP1
SRSF2	DHX16
MAGOH	SRSF6
GGCX	F2
HDAC2	PHF21A
EPHB2	ABL1
LAMTOR3	EIF4EBP1
PLCG1 VARIANT PROTEIN	VAV1
CTCF	EPB41L4B
PRSS1	MMP8
SNRPD3	PCBP1
DHX15	RBM17
SPTBN2	HLA-DQB1
FBXW7	FBXL3
MRPS18C	MRPL47
UBC	CD14
DCTN1	TUBA1A
CDH2	MAPRE1
IGKV2D-28	IGLV2-11
CDH13	PCDHB2
CER1	RGMB
PTBP1	PRPF38A
TFAP2A	SPI1
ERCC8	GTF2H5
CYP2E1	GSTA1
PPARD	CYP4A11
POLR2E	RNPS1
EFNA4	KDR
CKAP5	TMEM216
RPS29	EIF2S3
RPS18	RPN2
BIRC2	CD40
POLR2B	COPS4
SNRPB	LSM4
RAD51D	DNA2
CNOT6	RBBP5
KL	FGFR1
IGLV2-14	IGHD
CASC5	SPC25
DHX15	SNRNP27
MFAP1	EFEMP1
FGG	FN1
SNRNP48	SNRNP25
STX5	TRAPPC1
BUB1B	CENPT
WIPF1	V4-1
ARRB1	ARF6
RPGRIP1L	CEP152
CDK8	MED18
DBF4	MCM2
WNT10B	MED13L
POLR2C	PRPF40A
YWHAE	TMEM216
SPDL1	RANGAP1
WAS	V4-6
CCP110	CEP164
MORF4L2	MRGBP
NDEL1	ZWINT
AP2B1	FNBP1
HIST2H2BE	HIST1H2AA
FGF5	KRAS
SEC61G	SRP68
TSG101	CHMP3
EIF4A3	RPS8
GRK7	HTR1A
NFYB	ING3
GDI2	RHOD
ISY1	HNRNPR
DDX6	EDC3
PTPN11	HLA-DPA1
C4BPB	C2
RPS7	FAU
GNAO1	PDYN
NGFR	SHC1
PRPF19	PRPF40A
NOTCH1	DTX4
CACNB1	CACNA2D1
CACNG4	LGI1
FBXO31	FBXO27
ERCC3	NCBP2
FYN	CXCR4
NDUFA13	NDUFAF3
POLR2J	CWC22
PAG1	CD3G
TPR	KPNA7
MRPS18B	MTRF1L
CCT6A	TCP1
DKFZP686L11144	ITGA7
RAP1B	RAP1A
HNRNPL	SNRPF
GABARAP	GABRB2
YWHAE	HDAC5
MAPK13	NCOA3
CREBBP	PYGO2
SPTBN5	COG2
ITGA1	FLNA
HLA-DRB4	SEC24C
UBA52	TRIM25
BSG	PPIA
CREBBP	POLR2I
RPL30	MAGOH
MAX	EDN1
IGHV3-23	ITK
SEH1L	MAPRE1
SEC23IP	TRAPPC2B
COL16A1	ITGAX
PSMB3	AMER1
GEMIN8	SMN1
MRPS16	MRPS18C
PSMF1	ANAPC16
PPP2R5A	CACNA2D3
PSMD9	SKP1
PCDHB5	PCDHGA8
IGLC6	ACTR2
SYNJ1	ACTR3
GRK7	CHRM3
PPL	RPTN
SYK	PTK2
CAV1	COL8A2
C1QBP	SRSF2
WDR3	IMP4
HGS	FNBP1L
SMNDC1	CDC40
LYN	EPHA8
EDC3	LSM3
MAP3K11	MAP3K1
SYNJ1	KIAA0319
CLTA	GOSR2
TUBA4A	CEP164
CCNT2	SRRT
SLC2A8	FCHO1
CHD3	TAF1A
RPL9	RPL31
DDX46	SRSF5
RTP2	OR5K2
OCRL	STAM2
IRF4	NFATC2
TWISTNB	GTF2H5
PRPF31	HSPA8
CCP110	CETN2
FOS	IFNA8
PCF11	UPF3B
ARRB2	APC2
REC8	LMNB1
POLR2D	PTBP1
TAOK1	SMC1A
NDUFB6	MT-ND2
PLCG1 VARIANT PROTEIN	ITPKC
NFKBIB	UBE2D2
PIP5K1A	PLCB2
PLCD3	DGKE
PPP1R13L	TP73
HERC6	NEDD4L
LCK	TYROBP
NFKBIB	FBXW11
PCDHB3	PCDHA7
MTNR1A	GNG5
MRPL23	MRPL55
SIN3B	NCOR1
USP8	RNF41
OR56B4	GNG13
POLR2J	TAF1L
KNG1	C1QBP
HDAC2	HIST1H2BK
PARN	EXOSC3
TCP1	HDAC3
CCNH	TAF1L
TAS2R10	GNAI3
YES1	IGKV3-11
ITGB4	PIK3CA
SPTBN5	NRAS
INTS3	NCBP2
ARPC1A	AP2A1
RBM17	SF3B5
STAG1	AHCTF1
MMP7	ACAN
SF3A1	POLR2L
TRAF6	MET
FBXO4	FBXW2
EXOSC9	TTC37
KCNQ2	SPTBN1
PAG1	CD79A
PRPF19	CHERP
H2AFX	RPA3
NCK2	MAPK11
EME1	DNA2
VAMP2	PRKACG
TLE2	RPS27A
ACTR2	IGLV3-27
RHEB	ATG13
IFNA16	LIFR
PSMC5	VHL
POLR2G	COPS4
PTPN11	PIK3C3
CTDSP2	SMAD2
SKP1	FBXO40
SRSF10	POLR2A
PSMD4	ANAPC4
IGLC3	FCGR2B
NCBP1	SNRPF
RBX1	SAE1
MRPL45	MRPL58
WAS	IGLV7-43
RTP1	OR51B4
RXRA	MED21
SF3A2	PRCC
ACTR3	IGHV4-39
HLA-DPA1	LCP2
PCDHGA1	PCDH11X
ATP1B3	BSG
POLR2B	EIF4A3
MTNR1B	GNAI1
NUP133	KPNA2
RAB5A	SYNJ2
SART1	CWC25
DDX23	HNRNPUL1
SLC17A7	RAB3A
RPL26	RPL36A
CDK5RAP2	NPHP1
SCLT1	RAB3IP
NUP133	RPS27
PSMC2	NFKBIB
ACTN3	ITGA2B
OGT	MLXIPL
NDUFB1	NDUFB7
SPCS3	RPL36A
SNW1	KAT2B
BARD1	PAXIP1
IL17D	IL9R
ZNF830	ERCC1
RBMX	LSM3
MYL9	SORBS1
GYS2	UBC
HNRNPA0	DHX15
RBMX	CLP1
FZD9	DVL2
CDKN1A	ANAPC16
COL4A3	ITGA5
V1-7	ELMO1
ITGB5	ITGAV
PPIL1	WDR33
TRAPPC11	TRAPPC13
RRAS	MLLT4
DYNLL2	ANK1
ITGB7	ITGAX
RPL31	RPN2
TUBGCP4	HSP90AA1
SLCO1B3	ALB
IGF2R	AP2A1
PRKACB	CSNK1A1
AKT1	NFKBIB
DCTN3	ODF2
PSMD3	LIMD1
SUPT4H1	NELFCD
INTS9	INTS4
SNRPF	PTBP1
MUC5B	CLEC10A
KAT5	HERC2
KCNAB1	KCNA7
MRPS26	MRRF
GSPT2	RPS9
SRSF9	POLR2A
FBXW12	FBXL5
C8A	C9
CRTC2	MEF2C
GNG4	SCN1A
CLCNKB	BSND
CDH8	JUP
MTOR	TELO2
RPS19	PNRC2
GALNT5	MUC6
PRPF6	HNRNPA3
MAPK14	HIST1H3A
HNRNPD	PRPF8
ICE2	SRRT
IGHV3-9	ACTB
RNF213	UBR2
ZW10	STAG2
DHX38	NCBP1
OR6C75	GNG7
NFKB1	PTX3
PRKACA	OR2J3
CCL21	GNAT3
EP300	TBX4
EPHA6	LYN
PPP1R3C	PYGB
ITGB7	ITGAL
V1-3	V1-20
CEP135	PRKAR2B
SPRTN	UBB
HIP1	POTEKP
RPL18	SMG1
GRK6	XCR1
SMAD3	E2F5
BAIAP2	IGHV3-48
TMEM67	HAUS6
CXCL10	CCR3
ITGAV	PI4KA
SNRPC	SRSF4
CLP1	POLR2B
FGF2	FGF22
TRAPPC4	GDI2
COPS8	POLR2F
TP53BP1	XRCC6
NOL11	DCAF13
HTR1F	GNG11
MRPS18A	MRPS34
HRAS	SOS1
NUP43	AHCTF1
MRPL37	MRPL20
FNBP1L	REPS2
AMPH	WASL
COL6A1	ITGB7
NFKB1	ACKR2
HNF4A	PCGF5
MED18	MED24
ARPC5	IGKV1-17
HIST1H2BB	CTR9
UBB	PARP1
ZNF274	ZNF280A
NUP50	BANF1
TNR-CFTR	GNGT1
CUL5	ASB18
NCOA2	SREBF1
GTF2H5	CHD1L
VPS52	ARFRP1
KRIT1	CTNNB1
HNRNPH2	SRSF7
DIDO1	SYCE1
KRT73	KRT14
NUP214	NUP205
RANGAP1	NUPL2
ESR1	SET
GOSR2	RAB1A
ETF1	RPL10
RAB5A	FZD4
PABPC3	DAZAP1
GRP	GPR119
PPIE	FIP1L1
PCDHB3	PCDH12
CCNB1	PMF1
IGLV3-19	C2
DYNC1I1	COG3
HIP1R	SLC18A3
SPSB1	FBXO44
DDX46	SF3B3
KCND3	KCNIP1
PCDHB8	PCDHB10
SLC9A1	EZR
WNT1	CDK8
OR3A1	GNAL
ARHGEF17	CDC42
IRS1	PIK3CG
RXRG	NRIP1
NOL11	RRP9
POLR2A	DDX42
POLR3H	CRCP
ACAD9	MT-ND3
PABPN1	DNAJC8
TUBA8	TUBB
V5-6	ABI1
SUGP1	PRPF8
CD4	ATP6V1H
GNG7	MAPK3
HNRNPA0	SUGP1
V2-19	CYFIP2
GPKOW	SRSF2
MRPS31	MRPL19
NLGN1	SHANK1
PCDHGA11	PCDH11X
ZNF830	POLR2A
RIPK2	TYK2
SRPRA	RPL30
PIK3CB	PRKCI
PRPF31	PCF11
IL18	MAPK8
PQBP1	PRPF38A
BIN1	DVL2
IL2	IL23A
UGT1A6	CBR1
SREBF2	NFYA
ATP6V1F	ATP6V1B1
OXGR1	GNAT3
TP53	ZMAT3
HNRNPA2B1	PRPF8
PXN	ITGA9
STAT5B	SLC2A2
HIST2H3A	ANAPC1
TCEB2	CCNT1
CRHR1	GNAS
GSPT2	RPL41
EFNB2	VAV3
IL16	SOS2
KLC1	NBAS
GRK2	OR13A1
POTEKP	CTNNA1
HLA-DMA	CD247
WNT7A	CSNK1A1
COL6A1	ITGA9
CKAP5	SGO2
DIAPH2	CLASP1
FBXL20	NEDD4L
RAB5A	STAM
KIF24	MARK4
SIPA1	RAP1B
SNRPE	PCBP1
TAF7	GTF2A1
RPS20	SSR4
CD40	NFKBIA
MRPL2	MRPL40
GNG2	TAS2R14
GRM3	GNG11
GPHN	GABRB3
MT-ND2	NDUFB1
NDC1	PIAS3
SP1	POU2F1
SOST	DKK1
RBM17	U2SURP
CAMK2B	ADCY4
MRPS15	MRPL36
DCTN3	CENPE
CSF3	IL12RB2
TNFSF11	BIRC3
PTK2B	CD47
ADRM1	PSMB3
DCTN3	GOLGB1
IL12RB1	SHC1
SOS1	KRAS
PPP2R1A	RAF1
TCP1	TTC8
MRE11A	TIMELESS
CENPK	NPM1
POP5	RPP40
FZD6	ARR3
NOTCH1	HES5
NDUFA2	MT-ND4
BYSL	RPP40
CHEK1	UBE2T
U2AF2	HNRNPA2B1
COPE	CD59
RPS15A	RPS15
RFC3	TRIM25
TUBB3	PFDN4
PSEN1	APP
DCTN3	RAB1B
NDE1	CDCA8
PERP	DSG1
NDUFB5	NDUFAF3
COG6	GOLGA5
ARHGEF26	RHOBTB2
OR6V1	GNAL
IGKV4-1	CYFIP1
DKFZP434N181	MAML1
TRA2B	HNRNPC
ORC4	MCM3
COL9A2	PDGFA
PRKG2	RAF1
ETF1	SMG1
SP1	GTF2F1
UBA52	TRIM69
IRF-1	JUN
CTCF	USP9X
PIK3R2	IGKV2-30
PDS5A	CENPC
MRPL22	MRPL24
IQCB1	DCTN3
ITGA3	COL18A1
ARRB1	OR2AE1
PRKCE	PTK2B
BIRC3	TNFSF13B
MAPKAP1	SGK1
MRPS28	MRPL19
RPL13	SRPRB
IGHV3-30	ARPC4
LTBR	TRAF2
RPL9	RPS27
SMG7	RPS28
RPS6	RRP7A
TRAPPC6B	SEC24A
NDUFB7	NDUFA5
DLG4	SCRIB
SOCS3	JAK3
CACNB1	CACNG1
BRCA1	IGF1R
HAUS7	HMMR
CD2BP2	DDX23
LSM5	POLR2A
CPSF7	SF3A3
POLR2G	RPRD2
NCK1	PLCG2
ITGB4	YWHAB
MRPL12	GFM1
BAIAP2	CDC42
LAMB4	ITGA1
TCEB3B	LEO1
SRSF6	SYMPK
TAL1	HDAC6
RARB	NKX2-1
FCER1A	IGLV1-40
ARFIP2	ARF5
NDUFC2	NDUFA11
PIK3R2	RHOBTB2
FBXW4	RNF213
